student_interest,student_country,student_language,student_target_degree,student_current_degree,student_gpa,student_lang_level,student_ielts,student_budget,student_study_mode,student_needs_scholarship,program_category,program_country,program_degree,program_tuition,program_language,program_study_mode,program_min_gpa,program_min_lang,program_min_ielts,program_scholarship,gpa_diff,budget_diff,lang_diff,ielts_diff,country_match,field_match,field_proximity,degree_compatible,study_mode_match,scholarship_match,match_score
ARCHITECTURE,Spain,English,CERTIFICATE,HIGH_SCHOOL,0.0,6,7.6,4000,ON_CAMPUS,0,MEDICINE,Germany,MBA,12500,French,ON_CAMPUS,12.0,4,6.5,0,0.0,-8500,2,1.1,0,0,0.0,0,1,0,0.03136685166022486
ARTS,Netherlands,English,DIPLOMA,BACHELOR,13.0,5,7.3,5000,BLENDED,1,MEDICINE,Turkey,MASTER,7600,German,BLENDED,12.0,5,5.0,0,1.0,-2600,0,2.3,0,0,0.0,1,1,0,0.2991
DATA_SCIENCE,Poland,ANY,PHD,BACHELOR,8.7,3,4.7,5000,ON_CAMPUS,0,EDUCATION,Italy,MASTER,4100,English,ON_CAMPUS,10.0,4,6.5,1,-1.3,900,-1,-1.8,0,0,0.0,1,1,0,0.4232
DATA_SCIENCE,ANY,English,MASTER,MASTER,13.1,6,7.9,3000,ON_CAMPUS,0,COMMUNICATION,Turkey,BACHELOR,3700,English,ON_CAMPUS,0.0,4,5.5,1,0.0,-700,2,2.4,1,0,0.0,0,1,0,0.026629084207720033
DATA_SCIENCE,Turkey,English,BACHELOR,MASTER,11.3,5,7.1,6000,ON_CAMPUS,0,LAW,Netherlands,CERTIFICATE,1700,English,ON_CAMPUS,0.0,4,6.0,0,0.0,4300,1,1.1,0,0,0.0,1,1,0,0.5733
EDUCATION,Poland,French,MASTER,BACHELOR,13.9,2,3.9,7000,BLENDED,0,MEDICINE,France,DIPLOMA,5300,German,ON_CAMPUS,0.0,3,6.0,0,0.0,1700,-1,-2.1,0,0,0.0,1,0,0,0.445
ARTS,Germany,French,MASTER,BACHELOR,11.3,3,4.9,4000,ON_CAMPUS,0,PSYCHOLOGY,Spain,BACHELOR,6300,English,ON_CAMPUS,0.0,3,6.0,0,0.0,-2300,0,-1.1,0,0,0.0,0,1,0,0.02310160193011399
DESIGN,ANY,ANY,MASTER,HIGH_SCHOOL,0.0,4,6.0,6000,ON_CAMPUS,1,LAW,Germany,MASTER,3700,English,ON_CAMPUS,12.0,4,6.0,0,0.0,2300,0,0.0,1,0,0.0,0,1,0,0.050763220462250944
OTHER,France,ANY,BACHELOR,MASTER,10.1,3,5.2,7000,ON_CAMPUS,0,HOSPITALITY,Turkey,BACHELOR,4000,English,BLENDED,0.0,4,5.0,0,0.0,3000,-1,0.2,0,0,0.0,0,0,0,0.09985789311041826
FINANCE,Latvia,English,DIPLOMA,HIGH_SCHOOL,0.0,2,4.0,4000,ON_CAMPUS,0,HOSPITALITY,Turkey,MASTER_OF_ARTS,4000,English,ON_CAMPUS,12.0,3,6.0,0,0.0,0,-1,-2.0,0,0,0.0,0,1,0,0.006342861383325446
ARTIFICIAL_INTELLIGENCE,Latvia,ANY,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,3,4.8,5000,ON_CAMPUS,0,ENGINEERING,Turkey,MASTER_OF_ARTS,5900,English,ON_CAMPUS,12.0,4,5.5,0,0.0,-900,-1,-0.7,0,0,0.5,0,1,0,0.032277843392467115
ARTS,Latvia,German,BACHELOR,BACHELOR,13.0,3,5.2,6000,DISTANCE,0,FINANCE,Italy,CERTIFICATE,1000,English,DISTANCE,0.0,4,7.0,0,0.0,5000,-1,-1.8,0,0,0.0,1,1,0,0.4218
ARTIFICIAL_INTELLIGENCE,ANY,French,CERTIFICATE,MASTER,12.1,5,6.5,7000,ON_CAMPUS,1,COMMUNICATION,Netherlands,BACHELOR,3200,English,ON_CAMPUS,0.0,3,5.0,0,0.0,3800,2,1.5,1,0,0.0,0,1,0,0.12162488968622814
ARTS,Italy,ANY,CERTIFICATE,BACHELOR,14.9,3,4.8,5000,BLENDED,0,ARCHITECTURE,Poland,BACHELOR,3100,German,ON_CAMPUS,0.0,4,6.5,0,0.0,1900,-1,-1.7,0,0,0.3,0,0,0,0.026235451300180297
DESIGN,Germany,English,MASTER,MASTER,11.2,4,5.7,12000,ON_CAMPUS,1,FINANCE,Germany,MASTER,4900,French,ON_CAMPUS,10.0,4,5.0,0,1.2,7100,0,0.7,1,0,0.0,0,1,0,0.03270225102802726
MEDICINE,Latvia,English,MASTER,BACHELOR,12.0,4,5.6,8000,BLENDED,0,LAW,Italy,BACHELOR,7100,English,ON_CAMPUS,0.0,4,7.0,1,0.0,900,0,-1.4,0,0,0.0,0,0,0,0.10241908284035778
HOSPITALITY,Latvia,English,MASTER,HIGH_SCHOOL,0.0,3,4.7,10000,ON_CAMPUS,0,FINANCE,France,DIPLOMA,8100,English,ON_CAMPUS,0.0,4,7.0,0,0.0,1900,-1,-2.3,0,0,0.0,1,1,0,0.5568
DESIGN,Germany,French,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,4,6.2,6000,DISTANCE,0,MEDICINE,Italy,BACHELOR,2500,English,ON_CAMPUS,0.0,4,5.5,0,0.0,3500,0,0.7,0,0,0.0,1,0,0,0.3723
COMPUTER_SCIENCE,ANY,English,BACHELOR,MASTER,10.0,6,8.2,7000,BLENDED,0,BUSINESS,Germany,MASTER_OF_ARTS,7800,English,ON_CAMPUS,10.0,5,5.0,0,0.0,-800,1,3.2,1,0,0.0,0,0,0,0.10362263156604958
ARTS,France,English,MASTER,BACHELOR,13.7,5,7.1,3000,BLENDED,0,COMPUTER_SCIENCE,Germany,DIPLOMA,13200,English,DISTANCE,0.0,4,5.0,0,0.0,-10200,1,2.1,0,0,0.0,1,0,0,0.4145
BUSINESS,ANY,French,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,2,4.2,7000,BLENDED,0,DESIGN,Italy,MASTER_OF_SCIENCE,5600,English,ON_CAMPUS,12.0,5,6.5,0,0.0,1400,-3,-2.3,1,0,0.0,0,0,0,0.07777413924788178
DATA_SCIENCE,ANY,English,BACHELOR,HIGH_SCHOOL,0.0,1,3.0,5000,BLENDED,0,COMMUNICATION,Poland,MASTER,9000,English,BLENDED,10.0,3,6.0,1,0.0,-4000,-2,-3.0,1,0,0.0,0,1,0,0.08104150232074567
MARKETING,Italy,English,BACHELOR,BACHELOR,16.5,3,5.0,6000,ON_CAMPUS,1,FINANCE,Latvia,MASTER,8700,English,ON_CAMPUS,12.0,5,7.0,0,4.5,-2700,-2,-2.0,0,0,0.0,1,1,0,0.5221
MARKETING,Spain,ANY,DIPLOMA,HIGH_SCHOOL,0.0,4,6.3,5000,ON_CAMPUS,1,HOSPITALITY,Latvia,MASTER,8300,French,DISTANCE,13.0,4,6.0,0,0.0,-3300,0,0.3,0,0,0.0,0,0,0,0.04332817546761032
COMMUNICATION,ANY,English,MASTER,HIGH_SCHOOL,0.0,2,3.9,8000,ON_CAMPUS,0,DATA_SCIENCE,Netherlands,MBA,8900,English,BLENDED,10.0,3,5.5,0,0.0,-900,-1,-1.6,1,0,0.0,0,0,0,0.062222541039559265
FINANCE,Latvia,ANY,BACHELOR,BACHELOR,9.2,3,5.5,4000,ON_CAMPUS,0,BUSINESS,Latvia,PHD,4300,English,ON_CAMPUS,13.0,4,6.5,0,-3.8,-300,-1,-1.0,1,0,0.7,0,1,0,0.056649189646679615
ARCHITECTURE,Germany,ANY,BACHELOR,BACHELOR,11.3,5,7.3,7000,ON_CAMPUS,0,MARKETING,Netherlands,BACHELOR,3200,English,ON_CAMPUS,0.0,4,5.0,0,0.0,3800,1,2.3,0,0,0.0,0,1,0,0.021637164075669783
FINANCE,ANY,English,MBA,BACHELOR,11.3,3,4.9,4000,ON_CAMPUS,0,ENGINEERING,Spain,MASTER_OF_ARTS,7600,French,ON_CAMPUS,12.0,4,6.5,0,-0.7,-3600,-1,-1.6,1,0,0.0,1,1,0,0.4258
LAW,ANY,French,MASTER,PHD,8.0,5,7.3,5000,ON_CAMPUS,0,ENGINEERING,Italy,CERTIFICATE,1600,English,ON_CAMPUS,0.0,3,6.0,0,0.0,3400,2,1.3,1,0,0.0,1,1,0,0.5782
COMMUNICATION,ANY,English,MASTER_OF_ARTS,MASTER,14.3,5,6.5,6000,BLENDED,1,ARCHITECTURE,Netherlands,BACHELOR,6600,English,ON_CAMPUS,0.0,3,7.0,0,0.0,-600,2,-0.5,1,0,0.0,0,0,0,0.03126744571953049
OTHER,Latvia,English,BACHELOR,BACHELOR,11.7,4,6.4,6000,BLENDED,0,EDUCATION,France,MBA,8300,English,DISTANCE,11.0,3,6.0,0,0.7,-2300,1,0.4,0,0,0.0,1,0,0,0.471
LAW,ANY,English,PHD,PHD,12.8,5,6.6,3000,ON_CAMPUS,1,OTHER,Netherlands,MASTER_OF_ARTS,7300,English,ON_CAMPUS,10.0,3,6.0,1,2.8,-4300,2,0.6,1,0,0.0,0,1,1,0.07179331799537592
ENGINEERING,Latvia,ANY,CERTIFICATE,MASTER,14.4,3,5.4,4000,ON_CAMPUS,0,FINANCE,Spain,MASTER,6800,French,BLENDED,11.0,3,5.5,0,3.4,-2800,0,-0.1,0,0,0.0,0,0,0,0.057521919894396555
COMPUTER_SCIENCE,Turkey,English,DIPLOMA,HIGH_SCHOOL,0.0,3,4.4,6000,ON_CAMPUS,1,EDUCATION,Turkey,DIPLOMA,14400,English,DISTANCE,0.0,4,6.5,0,0.0,-8400,-1,-2.1,1,0,0.0,1,0,0,0.6446
ENGINEERING,ANY,English,MASTER,HIGH_SCHOOL,0.0,1,3.0,3000,ON_CAMPUS,0,FINANCE,Turkey,CERTIFICATE,2500,German,DISTANCE,0.0,3,7.0,1,0.0,500,-2,-4.0,1,0,0.0,1,0,0,0.4677
ARTS,Germany,English,PHD,HIGH_SCHOOL,0.0,6,7.5,7000,BLENDED,1,MARKETING,Latvia,MASTER,8900,English,BLENDED,12.0,5,6.0,1,0.0,-1900,1,1.5,0,0,0.0,0,1,1,0.047718532769088724
HOSPITALITY,Spain,English,BACHELOR,BACHELOR,11.4,4,6.3,4000,BLENDED,1,FINANCE,Latvia,PHD,5800,English,ON_CAMPUS,14.0,6,5.5,0,-2.6,-1800,-2,0.8,0,0,0.0,0,0,0,0.035737243108520285
LAW,Poland,ANY,MASTER,HIGH_SCHOOL,0.0,4,6.2,7000,ON_CAMPUS,0,HOSPITALITY,Latvia,DIPLOMA,14500,German,BLENDED,0.0,4,5.5,0,0.0,-7500,0,0.7,0,0,0.0,1,0,0,0.4213
DESIGN,Germany,English,MBA,HIGH_SCHOOL,0.0,3,5.4,6000,BLENDED,1,DESIGN,Netherlands,PHD,3200,English,ON_CAMPUS,15.0,4,6.5,0,0.0,2800,-1,-1.1,0,1,1.0,0,0,0,0.04029226786156906
HOSPITALITY,ANY,English,MASTER,BACHELOR,14.3,4,6.0,5000,ON_CAMPUS,0,LAW,Spain,MASTER,8800,French,DISTANCE,12.0,5,5.5,0,2.3,-3800,-1,0.5,1,0,0.0,1,0,0,0.4627
FINANCE,Spain,German,MASTER,BACHELOR,11.0,4,6.0,3000,BLENDED,0,OTHER,Italy,PHD,7600,French,ON_CAMPUS,15.0,5,6.5,0,-4.0,-4600,-1,-0.5,0,0,0.0,0,0,0,0.040255867158601195
COMPUTER_SCIENCE,ANY,French,MASTER_OF_ARTS,MASTER,14.8,5,6.5,12000,ON_CAMPUS,0,OTHER,Netherlands,MASTER,9900,English,DISTANCE,12.0,5,5.5,0,2.8,2100,0,1.0,1,0,0.0,0,0,0,0.020504000692968774
COMPUTER_SCIENCE,ANY,French,MASTER,HIGH_SCHOOL,0.0,3,5.1,5000,BLENDED,1,PSYCHOLOGY,Poland,MASTER,9700,French,BLENDED,10.0,4,5.5,0,0.0,-4700,-1,-0.4,1,0,0.0,0,1,0,0.07454526576414423
EDUCATION,ANY,English,MBA,HIGH_SCHOOL,0.0,3,4.9,5000,DISTANCE,1,PSYCHOLOGY,France,MBA,10700,French,BLENDED,10.0,4,5.5,0,0.0,-5700,-1,-0.6,1,0,0.5,0,0,0,0.02477842772076474
COMMUNICATION,Latvia,French,MASTER_OF_SCIENCE,MASTER,13.5,5,6.8,10000,DISTANCE,0,MARKETING,Spain,MASTER_OF_ARTS,4100,English,ON_CAMPUS,11.0,3,5.0,1,2.5,5900,2,1.8,0,0,0.7,0,0,0,0.06682424195482972
DATA_SCIENCE,France,French,PHD,HIGH_SCHOOL,0.0,3,4.4,8000,ON_CAMPUS,1,MARKETING,Turkey,MASTER_OF_SCIENCE,6200,English,ON_CAMPUS,12.0,3,6.0,0,0.0,1800,0,-1.6,0,0,0.0,0,1,0,0.06612096274804474
DATA_SCIENCE,ANY,English,BACHELOR,BACHELOR,14.7,2,4.4,7000,BLENDED,0,ARCHITECTURE,Germany,CERTIFICATE,1000,French,BLENDED,0.0,4,7.0,0,0.0,6000,-2,-2.6,1,0,0.0,1,1,0,0.4741
ENGINEERING,Poland,ANY,BACHELOR,MASTER,13.8,5,7.4,4000,ON_CAMPUS,0,OTHER,Latvia,MASTER,5300,English,ON_CAMPUS,12.0,4,5.0,0,1.8,-1300,1,2.4,0,0,0.0,0,1,0,0.05237934429208422
ENGINEERING,Poland,English,MASTER,MASTER,13.8,4,6.0,7000,BLENDED,0,COMMUNICATION,Turkey,BACHELOR,5600,English,BLENDED,0.0,4,6.5,0,0.0,1400,0,-0.5,0,0,0.0,0,1,0,0.1151265321457529
ARTS,Spain,ANY,MBA,BACHELOR,9.1,4,5.5,6000,ON_CAMPUS,0,COMPUTER_SCIENCE,Turkey,PHD,8100,German,ON_CAMPUS,15.0,4,7.0,0,-5.9,-2100,0,-1.5,0,0,0.0,0,1,0,0.054818339064655046
COMMUNICATION,Latvia,English,MASTER,BACHELOR,13.0,4,5.8,5000,DISTANCE,1,COMPUTER_SCIENCE,Netherlands,MASTER_OF_ARTS,4400,French,ON_CAMPUS,11.0,3,6.0,0,2.0,600,1,-0.2,0,0,0.0,1,0,0,0.4547
COMMUNICATION,Poland,English,BACHELOR,BACHELOR,13.9,5,6.9,12000,ON_CAMPUS,1,ARCHITECTURE,Netherlands,BACHELOR,7600,French,ON_CAMPUS,0.0,4,7.0,0,0.0,4400,1,-0.1,0,0,0.0,0,1,0,0.0443422444668105
MEDICINE,Germany,English,BACHELOR,HIGH_SCHOOL,0.0,2,4.0,4000,BLENDED,0,MARKETING,Italy,MASTER,3900,English,ON_CAMPUS,12.0,4,6.0,1,0.0,100,-2,-2.0,0,0,0.0,0,0,0,0.020001589196198533
OTHER,ANY,French,MASTER,BACHELOR,16.3,4,5.7,8000,ON_CAMPUS,0,ARTS,Turkey,BACHELOR,4700,English,BLENDED,0.0,4,5.5,0,0.0,3300,0,0.2,1,0,0.0,0,0,0,0.07319395591409675
HOSPITALITY,Netherlands,German,MASTER_OF_ARTS,MASTER,9.3,4,6.3,5000,ON_CAMPUS,1,ARCHITECTURE,Italy,BACHELOR,5300,French,ON_CAMPUS,0.0,3,7.0,0,0.0,-300,1,-0.7,0,0,0.0,0,1,0,0.08179096057412419
COMMUNICATION,Latvia,French,MASTER_OF_SCIENCE,MASTER,10.1,4,6.2,7000,ON_CAMPUS,1,COMMUNICATION,Spain,MASTER,6800,English,ON_CAMPUS,11.0,5,5.5,0,-0.9,200,-1,0.7,0,1,1.0,0,1,0,0.05981959228183668
MEDICINE,Netherlands,English,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,3,5.2,4000,ON_CAMPUS,0,FINANCE,France,CERTIFICATE,4700,English,ON_CAMPUS,0.0,3,6.0,0,0.0,-700,0,-0.8,0,0,0.0,1,1,0,0.4495
ARTS,Netherlands,English,MASTER,MASTER,15.5,5,6.4,3000,BLENDED,1,ARCHITECTURE,France,MASTER,3900,English,ON_CAMPUS,10.0,3,6.0,0,5.5,-900,2,0.4,0,0,0.3,0,0,0,0.040158940855433825
OTHER,ANY,ANY,BACHELOR,HIGH_SCHOOL,0.0,4,6.2,5000,DISTANCE,0,COMMUNICATION,Netherlands,MASTER,9400,French,ON_CAMPUS,12.0,4,6.0,1,0.0,-4400,0,0.2,1,0,0.0,0,0,0,0.057005598700350026
PSYCHOLOGY,France,English,MASTER,HIGH_SCHOOL,0.0,1,3.0,6000,ON_CAMPUS,0,OTHER,Turkey,MASTER_OF_ARTS,6500,English,DISTANCE,10.0,4,6.0,0,0.0,-500,-3,-3.0,0,0,0.0,0,0,0,0.024742608774978345
OTHER,Germany,ANY,BACHELOR,HIGH_SCHOOL,0.0,4,5.8,3000,ON_CAMPUS,0,HOSPITALITY,Latvia,MASTER,3000,English,BLENDED,10.0,4,6.5,0,0.0,0,0,-0.7,0,0,0.0,0,0,0,0.03876412390529828
ARTS,ANY,English,MASTER,HIGH_SCHOOL,0.0,1,3.6,5000,ON_CAMPUS,0,DESIGN,Spain,BACHELOR,5000,German,BLENDED,0.0,4,6.0,0,0.0,0,-3,-2.4,1,0,0.6,1,0,0,0.5879
COMMUNICATION,ANY,English,DIPLOMA,BACHELOR,16.2,3,5.0,6000,ON_CAMPUS,0,MARKETING,Italy,MASTER_OF_SCIENCE,5400,English,ON_CAMPUS,12.0,3,5.0,0,4.2,600,0,0.0,1,0,0.7,1,1,0,0.8521
MEDICINE,Latvia,English,BACHELOR,BACHELOR,15.4,4,5.9,3000,BLENDED,0,LAW,Germany,MASTER,9800,English,ON_CAMPUS,10.0,5,6.0,0,5.4,-6800,-1,-0.1,0,0,0.0,1,0,0,0.4787
PSYCHOLOGY,Germany,English,BACHELOR,HIGH_SCHOOL,0.0,4,6.1,5000,ON_CAMPUS,0,ARTS,Spain,MASTER,4900,English,ON_CAMPUS,12.0,4,5.0,0,0.0,100,0,1.1,0,0,0.0,0,1,0,0.029018096840538236
COMPUTER_SCIENCE,France,French,MASTER,PHD,11.7,5,6.8,8000,ON_CAMPUS,1,DATA_SCIENCE,Germany,MASTER,3700,English,ON_CAMPUS,11.0,4,5.5,0,0.7,4300,1,1.3,0,0,0.7,0,1,0,0.03046739244360113
LAW,ANY,ANY,MASTER,BACHELOR,13.4,2,3.9,7000,ON_CAMPUS,0,DATA_SCIENCE,Spain,PHD,3400,English,ON_CAMPUS,14.0,4,7.0,1,-0.6,3600,-2,-3.1,1,0,0.0,0,1,0,0.061331696898076764
COMMUNICATION,ANY,ANY,BACHELOR,HIGH_SCHOOL,0.0,4,5.7,15000,ON_CAMPUS,0,ARTIFICIAL_INTELLIGENCE,Netherlands,MASTER,5900,English,BLENDED,12.0,4,6.5,0,0.0,9100,0,-0.8,1,0,0.0,0,0,0,0.04571530856121753
LAW,Latvia,English,PHD,HIGH_SCHOOL,0.0,4,6.1,6000,BLENDED,0,DESIGN,Netherlands,BACHELOR,6600,English,DISTANCE,0.0,4,5.5,1,0.0,-600,0,0.6,0,0,0.0,1,0,0,0.4545
ARTS,Netherlands,French,MASTER,MASTER,9.4,5,7.3,6000,ON_CAMPUS,0,FINANCE,Germany,CERTIFICATE,4800,English,ON_CAMPUS,0.0,3,5.0,0,0.0,1200,2,2.3,0,0,0.0,1,1,0,0.4101
DATA_SCIENCE,ANY,English,MASTER,BACHELOR,11.8,5,7.1,6000,BLENDED,1,DESIGN,Germany,BACHELOR,5700,English,ON_CAMPUS,0.0,3,6.5,0,0.0,300,2,0.6,1,0,0.0,0,0,0,0.02366910459450319
ARTS,ANY,English,PHD,MASTER,13.4,4,5.7,8000,ON_CAMPUS,0,HOSPITALITY,Poland,DIPLOMA,8200,English,ON_CAMPUS,0.0,4,6.0,0,0.0,-200,0,-0.3,1,0,0.0,1,1,0,0.5945
EDUCATION,ANY,French,DIPLOMA,MASTER,14.1,3,4.9,3000,BLENDED,0,BUSINESS,France,PHD,8700,English,ON_CAMPUS,14.0,4,7.0,0,0.1,-5700,-1,-2.1,1,0,0.0,1,0,0,0.38
ARCHITECTURE,Italy,German,BACHELOR,BACHELOR,17.3,3,4.8,6000,DISTANCE,0,DATA_SCIENCE,Poland,MASTER_OF_SCIENCE,9500,German,ON_CAMPUS,10.0,5,6.5,0,7.3,-3500,-2,-1.7,0,0,0.0,1,0,0,0.4054
DESIGN,France,English,BACHELOR,HIGH_SCHOOL,0.0,4,5.7,3000,BLENDED,0,FINANCE,Italy,BACHELOR,7600,English,ON_CAMPUS,0.0,3,6.0,1,0.0,-4600,1,-0.3,0,0,0.0,1,0,0,0.4795
COMPUTER_SCIENCE,ANY,ANY,MASTER,BACHELOR,18.6,5,7.7,5000,DISTANCE,0,BUSINESS,France,MASTER_OF_SCIENCE,9600,English,DISTANCE,12.0,3,7.0,0,6.6,-4600,2,0.7,1,0,0.0,1,1,0,0.5605
EDUCATION,France,ANY,MASTER,BACHELOR,16.6,5,6.9,3000,BLENDED,0,MARKETING,Poland,BACHELOR,3300,English,ON_CAMPUS,0.0,4,5.0,0,0.0,-300,1,1.9,0,0,0.0,0,0,0,0.009757544812290103
DATA_SCIENCE,ANY,German,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,3,4.4,7000,ON_CAMPUS,0,COMMUNICATION,Poland,DIPLOMA,13100,English,DISTANCE,0.0,4,5.5,0,0.0,-6100,-1,-1.1,1,0,0.0,1,0,0,0.4407
COMMUNICATION,ANY,English,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,4,5.7,6000,ON_CAMPUS,1,ARCHITECTURE,Latvia,MBA,6500,French,DISTANCE,11.0,4,6.5,1,0.0,-500,0,-0.8,1,0,0.0,0,0,1,0.007963151849888744
OTHER,Poland,French,BACHELOR,BACHELOR,11.0,3,4.7,7000,ON_CAMPUS,0,ARTIFICIAL_INTELLIGENCE,Spain,MASTER_OF_SCIENCE,8300,English,BLENDED,12.0,4,6.5,0,-1.0,-1300,-1,-1.8,0,0,0.0,1,0,0,0.3664
COMPUTER_SCIENCE,Italy,German,PHD,MASTER,12.5,4,5.8,4000,ON_CAMPUS,1,COMMUNICATION,Italy,PHD,3100,French,ON_CAMPUS,14.0,5,6.0,0,-1.5,900,-1,-0.2,1,0,0.0,1,1,0,0.5648
DESIGN,Latvia,German,MASTER,BACHELOR,13.4,4,6.1,4000,ON_CAMPUS,1,MEDICINE,Netherlands,MASTER,5000,French,DISTANCE,12.0,3,6.0,1,1.4,-1000,1,0.1,0,0,0.0,1,0,1,0.3442
FINANCE,ANY,ANY,MASTER,BACHELOR,9.4,4,5.7,6000,ON_CAMPUS,0,EDUCATION,France,MASTER,8400,English,ON_CAMPUS,12.0,4,7.0,0,-2.6,-2400,0,-1.3,1,0,0.0,1,1,0,0.3873
LAW,Germany,English,BACHELOR,MASTER,14.6,5,7.2,6000,ON_CAMPUS,0,BUSINESS,Germany,BACHELOR,4900,English,ON_CAMPUS,0.0,4,6.0,1,0.0,1100,1,1.2,1,0,0.2,0,1,0,0.005194287047482114
ENGINEERING,France,English,BACHELOR,HIGH_SCHOOL,0.0,2,3.8,4000,ON_CAMPUS,1,COMMUNICATION,Latvia,PHD,5400,English,ON_CAMPUS,14.0,4,5.5,1,0.0,-1400,-2,-1.7,0,0,0.0,0,1,1,0.08595107031220584
FINANCE,Netherlands,English,MASTER_OF_ARTS,BACHELOR,15.5,3,4.3,7000,ON_CAMPUS,0,COMMUNICATION,Turkey,MASTER,2800,English,ON_CAMPUS,12.0,4,6.0,0,3.5,4200,-1,-1.7,0,0,0.0,1,1,0,0.5906
MARKETING,ANY,English,BACHELOR,BACHELOR,13.1,4,6.6,8000,ON_CAMPUS,0,PSYCHOLOGY,Turkey,BACHELOR,5900,English,DISTANCE,0.0,4,6.0,0,0.0,2100,0,0.6,1,0,0.0,0,0,0,0.05715752563791815
ENGINEERING,France,German,MASTER,BACHELOR,15.6,4,5.7,6000,BLENDED,1,OTHER,Germany,MASTER_OF_SCIENCE,8400,English,ON_CAMPUS,13.0,4,7.0,0,2.6,-2400,0,-1.3,0,0,0.0,1,0,0,0.291
FINANCE,Turkey,English,BACHELOR,MASTER,18.2,2,3.9,4000,ON_CAMPUS,0,DATA_SCIENCE,Netherlands,MASTER_OF_SCIENCE,6000,French,DISTANCE,12.0,4,5.0,1,6.2,-2000,-2,-1.1,0,0,0.4,0,0,0,0.0699320074708715
ARTS,France,ANY,MASTER,HIGH_SCHOOL,0.0,3,5.4,3000,ON_CAMPUS,0,DATA_SCIENCE,Italy,MASTER,4000,English,DISTANCE,12.0,5,5.0,0,0.0,-1000,-2,0.4,0,0,0.0,0,0,0,0.061647337413208554
FINANCE,Spain,English,DIPLOMA,MASTER,10.8,5,7.1,4000,ON_CAMPUS,0,EDUCATION,Spain,MASTER,8700,French,ON_CAMPUS,10.0,4,5.5,0,0.8,-4700,1,1.6,1,0,0.0,0,1,0,0.08849893779973657
ARTS,Latvia,ANY,DIPLOMA,MASTER,10.4,5,7.0,3000,ON_CAMPUS,0,COMPUTER_SCIENCE,Latvia,MASTER,7300,English,ON_CAMPUS,11.0,5,6.0,0,-0.6,-4300,0,1.0,1,0,0.0,0,1,0,0.02509213547839845
PSYCHOLOGY,ANY,ANY,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,4,5.4,5000,BLENDED,0,DATA_SCIENCE,France,CERTIFICATE,2200,English,ON_CAMPUS,0.0,4,5.0,0,0.0,2800,0,0.4,1,0,0.0,1,0,0,0.4611
EDUCATION,ANY,French,BACHELOR,MASTER,15.6,3,5.1,5000,ON_CAMPUS,1,DESIGN,Poland,BACHELOR,5500,English,ON_CAMPUS,0.0,4,5.0,0,0.0,-500,-1,0.1,1,0,0.0,0,1,0,0.05180752956690927
MEDICINE,Italy,English,PHD,PHD,14.5,5,7.0,5000,ON_CAMPUS,0,ARCHITECTURE,Turkey,BACHELOR,7100,English,DISTANCE,0.0,3,6.0,0,0.0,-2100,2,1.0,0,0,0.0,0,0,0,0.007386765195445295
ARTS,Turkey,German,DIPLOMA,BACHELOR,13.4,6,8.1,7000,ON_CAMPUS,0,ARTS,Germany,MASTER,3500,English,BLENDED,10.0,4,5.0,0,3.4,3500,2,3.1,0,1,1.0,1,0,0,0.6738
COMPUTER_SCIENCE,ANY,German,PHD,PHD,14.1,5,7.2,5000,ON_CAMPUS,0,HOSPITALITY,Italy,BACHELOR,7400,English,DISTANCE,0.0,3,5.0,0,0.0,-2400,2,2.2,1,0,0.0,0,0,0,0.052380222882975475
FINANCE,ANY,English,MASTER,BACHELOR,13.8,4,5.8,5000,ON_CAMPUS,0,DATA_SCIENCE,Poland,BACHELOR,5300,French,ON_CAMPUS,0.0,4,5.5,1,0.0,-300,0,0.3,1,0,0.4,0,1,0,0.0714803696154499
PSYCHOLOGY,Poland,ANY,PHD,MASTER,15.3,2,4.5,7000,ON_CAMPUS,0,EDUCATION,Germany,CERTIFICATE,2000,French,ON_CAMPUS,0.0,3,5.5,0,0.0,5000,-1,-1.0,0,0,0.5,1,1,0,0.6497
ENGINEERING,Turkey,French,BACHELOR,BACHELOR,14.2,4,6.2,7000,ON_CAMPUS,0,DATA_SCIENCE,Italy,PHD,6200,English,BLENDED,14.0,5,5.5,0,0.2,800,-1,0.7,0,0,0.4,0,0,0,0.020148053666785962
ARCHITECTURE,Germany,English,MASTER,BACHELOR,16.7,4,5.9,4000,ON_CAMPUS,0,ARCHITECTURE,France,BACHELOR,5900,German,BLENDED,0.0,3,7.0,0,0.0,-1900,1,-1.1,0,1,1.0,0,0,0,0.05688051282088211
ARCHITECTURE,Latvia,English,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,3,5.4,8000,DISTANCE,0,FINANCE,Poland,BACHELOR,5900,French,ON_CAMPUS,0.0,3,6.5,0,0.0,2100,0,-1.1,0,0,0.0,1,0,0,0.407
